Salary,Season,Player,Link,Team Name
"$7,840,000",2007-08,Rasho Nesterovic,TOR,TorontoRaptors
"$5,356,000",2007-08,Jason Kapono,TOR,TorontoRaptors
"$4,838,880",2007-08,Andrea Bargnani,TOR,TorontoRaptors
"$4,516,484",2007-08,Alvin Williams,TOR,TorontoRaptors
"$4,350,000",2007-08,Anthony Parker,TOR,TorontoRaptors
"$4,000,000",2007-08,Jorge Garbajosa,TOR,TorontoRaptors
"$2,750,000",2007-08,Primoz Brezec,TOR,TorontoRaptors
"$2,522,913",2007-08,Kris Humphries,TOR,TorontoRaptors
"$2,471,604",2007-08,Jose Calderon,TOR,TorontoRaptors
"$1,868,141",2007-08,Carlos Delfino,TOR,TorontoRaptors
"$1,830,000",2007-08,Maceo Baston,TOR,TorontoRaptors
"$1,596,600",2007-08,Joey Graham,TOR,TorontoRaptors
"$1,219,590",2007-08,Darrick Martin,TOR,TorontoRaptors
"$427,163",2007-08,Jamario Moon,TOR,TorontoRaptors
"$7,280,000",2006-07,Rasho Nesterovic,TOR,TorontoRaptors
"$4,550,000",2006-07,Morris Peterson,TOR,TorontoRaptors
"$4,501,200",2006-07,Andrea Bargnani,TOR,TorontoRaptors
"$4,483,516",2006-07,Alvin Williams,TOR,TorontoRaptors
"$4,235,220",2006-07,Chris Bosh,TOR,TorontoRaptors
"$4,225,433",2006-07,Alonzo Mourning,TOR,TorontoRaptors
"$4,150,000",2006-07,Anthony Parker,TOR,TorontoRaptors
"$3,750,000",2006-07,Jorge Garbajosa,TOR,TorontoRaptors
"$2,929,467",2006-07,T.J. Ford,TOR,TorontoRaptors
"$2,550,000",2006-07,Juan Dixon,TOR,TorontoRaptors
"$2,333,334",2006-07,Jose Calderon,TOR,TorontoRaptors
"$1,703,520",2006-07,Kris Humphries,TOR,TorontoRaptors
"$1,492,440",2006-07,Joey Graham,TOR,TorontoRaptors
"$1,178,348",2006-07,Darrick Martin,TOR,TorontoRaptors
"$744,551",2006-07,Pape Sow,TOR,TorontoRaptors
"$412,718",2006-07,Uros Slokar,TOR,TorontoRaptors
"$412,718",2006-07,P.J. Tucker,TOR,TorontoRaptors
"$83,026",2006-07,Robert Whaley,TOR,TorontoRaptors
"$15,694,250",2005-06,Jalen Rose,TOR,TorontoRaptors
"$6,300,000",2005-06,Alvin Williams,TOR,TorontoRaptors
"$5,250,000",2005-06,Lamond Murray,TOR,TorontoRaptors
"$4,550,000",2005-06,Morris Peterson,TOR,TorontoRaptors
"$4,000,000",2005-06,Alonzo Mourning,TOR,TorontoRaptors
"$3,938,000",2005-06,Eric Williams,TOR,TorontoRaptors
"$3,410,000",2005-06,Mike James,TOR,TorontoRaptors
"$3,375,000",2005-06,Aaron Williams,TOR,TorontoRaptors
"$3,348,000",2005-06,Chris Bosh,TOR,TorontoRaptors
"$2,360,880",2005-06,Charlie Villanueva,TOR,TorontoRaptors
"$2,238,960",2005-06,Rafael Araujo,TOR,TorontoRaptors
"$2,190,000",2005-06,Jose Calderon,TOR,TorontoRaptors
"$2,000,000",2005-06,Matt Bonner,TOR,TorontoRaptors
"$1,388,400",2005-06,Joey Graham,TOR,TorontoRaptors
"$946,646",2005-06,Darrick Martin,TOR,TorontoRaptors
"$780,000",2005-06,Loren Woods,TOR,TorontoRaptors
"$641,748",2005-06,Pape Sow,TOR,TorontoRaptors
"$14,487,000",2004-05,Jalen Rose,TOR,TorontoRaptors
"$5,850,000",2004-05,Alvin Williams,TOR,TorontoRaptors
"$5,408,700",2004-05,Alonzo Mourning,TOR,TorontoRaptors
"$5,023,850",2004-05,Donyell Marshall,TOR,TorontoRaptors
"$4,875,000",2004-05,Lamond Murray,TOR,TorontoRaptors
"$4,400,000",2004-05,Morris Peterson,TOR,TorontoRaptors
"$3,790,257",2004-05,Aaron Williams,TOR,TorontoRaptors
"$3,580,000",2004-05,Eric Williams,TOR,TorontoRaptors
"$3,500,000",2004-05,Rafer Alston,TOR,TorontoRaptors
"$3,129,720",2004-05,Chris Bosh,TOR,TorontoRaptors
"$2,082,720",2004-05,Rafael Araujo,TOR,TorontoRaptors
"$1,760,000",2004-05,Jerome Moiso,TOR,TorontoRaptors
"$1,280,000",2004-05,Nate Huffman,TOR,TorontoRaptors
"$807,546",2004-05,Milt Palacio,TOR,TorontoRaptors
"$755,000",2004-05,Loren Woods,TOR,TorontoRaptors
"$385,277",2004-05,Matt Bonner,TOR,TorontoRaptors
"$385,277",2004-05,Pape Sow,TOR,TorontoRaptors
"$203,428",2004-05,Roger Mason,TOR,TorontoRaptors
"$13,279,750",2003-04,Jalen Rose,TOR,TorontoRaptors
"$11,326,219",2003-04,Vince Carter,TOR,TorontoRaptors
"$6,326,923",2003-04,Hakeem Olajuwon,TOR,TorontoRaptors
"$5,500,000",2003-04,Alvin Williams,TOR,TorontoRaptors
"$4,605,196",2003-04,Donyell Marshall,TOR,TorontoRaptors
"$4,500,000",2003-04,Lamond Murray,TOR,TorontoRaptors
"$2,960,000",2003-04,Eric Montross,TOR,TorontoRaptors
"$2,911,320",2003-04,Chris Bosh,TOR,TorontoRaptors
"$2,800,000",2003-04,Michael Curry,TOR,TorontoRaptors
"$1,760,000",2003-04,Nate Huffman,TOR,TorontoRaptors
"$1,646,079",2003-04,Morris Peterson,TOR,TorontoRaptors
"$1,600,000",2003-04,Jerome Moiso,TOR,TorontoRaptors
"$1,292,040",2003-04,Michael Bradley,TOR,TorontoRaptors
"$688,679",2003-04,Milt Palacio,TOR,TorontoRaptors
"$636,679",2003-04,Mengke Bateer,TOR,TorontoRaptors
"$636,679",2003-04,Lonny Baxter,TOR,TorontoRaptors
"$563,679",2003-04,Roger Mason,TOR,TorontoRaptors
"$12,000,000",2002-03,Antonio Davis,TOR,TorontoRaptors
"$10,067,750",2002-03,Vince Carter,TOR,TorontoRaptors
"$5,694,231",2002-03,Hakeem Olajuwon,TOR,TorontoRaptors
"$5,350,000",2002-03,Alvin Williams,TOR,TorontoRaptors
"$5,250,000",2002-03,Jerome Williams,TOR,TorontoRaptors
"$4,125,000",2002-03,Lamond Murray,TOR,TorontoRaptors
"$3,870,912",2002-03,Lindsey Hunter,TOR,TorontoRaptors
"$2,720,000",2002-03,Eric Montross,TOR,TorontoRaptors
"$1,207,800",2002-03,Michael Bradley,TOR,TorontoRaptors
"$1,033,320",2002-03,Morris Peterson,TOR,TorontoRaptors
"$848,520",2002-03,Mamadou N'Diaye,TOR,TorontoRaptors
"$824,935",2002-03,Voshon Lenard,TOR,TorontoRaptors
"$781,800",2002-03,Chris Jefferies,TOR,TorontoRaptors
"$637,435",2002-03,Jelani McCoy,TOR,TorontoRaptors
"$401,951",2002-03,Greg Foster,TOR,TorontoRaptors
"$349,458",2002-03,Nate Huffman,TOR,TorontoRaptors
"$171,932",2002-03,Jermaine Jackson,TOR,TorontoRaptors
"$37,344",2002-03,Rafer Alston,TOR,TorontoRaptors
"$35,819",2002-03,Art Long,TOR,TorontoRaptors
"$11,000,000",2001-02,Antonio Davis,TOR,TorontoRaptors
"$5,350,000",2001-02,Alvin Williams,TOR,TorontoRaptors
"$5,200,000",2001-02,Chris Childs,TOR,TorontoRaptors
"$5,061,539",2001-02,Hakeem Olajuwon,TOR,TorontoRaptors
"$5,000,000",2001-02,Jerome Williams,TOR,TorontoRaptors
"$3,840,000",2001-02,Michael Stewart,TOR,TorontoRaptors
"$3,400,000",2001-02,Tracy Murray,TOR,TorontoRaptors
"$3,073,032",2001-02,Vince Carter,TOR,TorontoRaptors
"$2,480,000",2001-02,Eric Montross,TOR,TorontoRaptors
"$2,100,000",2001-02,Dell Curry,TOR,TorontoRaptors
"$1,971,163",2001-02,Keon Clark,TOR,TorontoRaptors
"$1,123,560",2001-02,Michael Bradley,TOR,TorontoRaptors
"$966,000",2001-02,Morris Peterson,TOR,TorontoRaptors
"$965,850",2001-02,Don MacLean,TOR,TorontoRaptors
"$793,200",2001-02,Mamadou N'Diaye,TOR,TorontoRaptors
"$332,817",2001-02,Carlos Arroyo,TOR,TorontoRaptors
"$5,760,000",2000-01,Charles Oakley,TOR,TorontoRaptors
"$5,500,000",2000-01,Antonio Davis,TOR,TorontoRaptors
"$3,940,000",2000-01,Corliss Williamson,TOR,TorontoRaptors
"$3,570,000",2000-01,Mark Jackson,TOR,TorontoRaptors
"$3,520,000",2000-01,Michael Stewart,TOR,TorontoRaptors
"$2,870,000",2000-01,Kevin Willis,TOR,TorontoRaptors
"$2,425,440",2000-01,Vince Carter,TOR,TorontoRaptors
"$2,100,000",2000-01,Alvin Williams,TOR,TorontoRaptors
"$2,000,000",2000-01,Dell Curry,TOR,TorontoRaptors
"$1,740,000",2000-01,Muggsy Bogues,TOR,TorontoRaptors
"$1,425,120",2000-01,Aleksandar Radojevic,TOR,TorontoRaptors
"$1,000,000",2000-01,Tyrone Corbin,TOR,TorontoRaptors
"$898,560",2000-01,Morris Peterson,TOR,TorontoRaptors
"$749,160",2000-01,Vladimir Stepania,TOR,TorontoRaptors
"$498,500",2000-01,Kornel David,TOR,TorontoRaptors
"$316,969",2000-01,Garth Joseph,TOR,TorontoRaptors
"$5,236,000",1999-00,Charles Oakley,TOR,TorontoRaptors
"$4,200,000",1999-00,Antonio Davis,TOR,TorontoRaptors
"$4,000,000",1999-00,Dee Brown,TOR,TorontoRaptors
"$3,200,000",1999-00,Michael Stewart,TOR,TorontoRaptors
"$2,742,600",1999-00,Doug Christie,TOR,TorontoRaptors
"$2,625,000",1999-00,Kevin Willis,TOR,TorontoRaptors
"$2,267,280",1999-00,Vince Carter,TOR,TorontoRaptors
"$2,100,000",1999-00,Dell Curry,TOR,TorontoRaptors
"$1,925,000",1999-00,Alvin Williams,TOR,TorontoRaptors
"$1,767,120",1999-00,Tracy McGrady,TOR,TorontoRaptors
"$1,614,000",1999-00,B.J. Tyler,TOR,TorontoRaptors
"$1,325,760",1999-00,Aleksandar Radojevic,TOR,TorontoRaptors
"$832,560",1999-00,John Thomas,TOR,TorontoRaptors
"$510,000",1999-00,Muggsy Bogues,TOR,TorontoRaptors
"$385,000",1999-00,Sean Marks,TOR,TorontoRaptors
"$10,186,000",1998-99,Charles Oakley,TOR,TorontoRaptors
"$4,000,000",1998-99,Sharone Wright,TOR,TorontoRaptors
"$3,750,000",1998-99,Dee Brown,TOR,TorontoRaptors
"$2,975,000",1998-99,Micheal Williams,TOR,TorontoRaptors
"$2,353,000",1998-99,Doug Christie,TOR,TorontoRaptors
"$2,100,000",1998-99,Kevin Willis,TOR,TorontoRaptors
"$1,760,000",1998-99,Vince Carter,TOR,TorontoRaptors
"$1,563,000",1998-99,Tracy McGrady,TOR,TorontoRaptors
"$1,411,000",1998-99,B.J. Tyler,TOR,TorontoRaptors
"$1,021,000",1998-99,John Wallace,TOR,TorontoRaptors
"$1,000,000",1998-99,Michael Stewart,TOR,TorontoRaptors
"$737,000",1998-99,John Thomas,TOR,TorontoRaptors
"$537,500",1998-99,Negele Knight,TOR,TorontoRaptors
"$400,000",1998-99,Reggie Slater,TOR,TorontoRaptors
"$287,500",1998-99,Sean Marks,TOR,TorontoRaptors
"$287,500",1998-99,Paul Rogers,TOR,TorontoRaptors
"$3,750,000",1997-98,Walt Williams,TOR,TorontoRaptors
"$3,500,000",1997-98,Sharone Wright,TOR,TorontoRaptors
"$2,799,240",1997-98,Marcus Camby,TOR,TorontoRaptors
"$2,012,767",1997-98,Doug Christie,TOR,TorontoRaptors
"$1,900,000",1997-98,Carlos Rogers,TOR,TorontoRaptors
"$1,886,538",1997-98,Popeye Jones,TOR,TorontoRaptors
"$1,748,760",1997-98,Damon Stoudamire,TOR,TorontoRaptors
"$1,602,120",1997-98,Shawn Respert,TOR,TorontoRaptors
"$1,359,360",1997-98,Tracy McGrady,TOR,TorontoRaptors
"$1,200,000",1997-98,B.J. Tyler,TOR,TorontoRaptors
"$950,000",1997-98,Zan Tabak,TOR,TorontoRaptors
"$903,120",1997-98,John Wallace,TOR,TorontoRaptors
"$350,000",1997-98,Reggie Slater,TOR,TorontoRaptors
"$272,500",1997-98,John Long,TOR,TorontoRaptors
"$272,500",1997-98,Ed Stokes,TOR,TorontoRaptors
"$242,000",1997-98,Chris Garner,TOR,TorontoRaptors
"$3,100,000",1996-97,Sharone Wright,TOR,TorontoRaptors
"$2,434,000",1996-97,Marcus Camby,TOR,TorontoRaptors
"$2,225,000",1996-97,John Salley,TOR,TorontoRaptors
"$1,581,000",1996-97,Popeye Jones,TOR,TorontoRaptors
"$1,547,000",1996-97,Damon Stoudamire,TOR,TorontoRaptors
"$1,355,000",1996-97,Doug Christie,TOR,TorontoRaptors
"$1,295,000",1996-97,Hubert Davis,TOR,TorontoRaptors
"$1,235,000",1996-97,Acie Earl,TOR,TorontoRaptors
"$1,144,000",1996-97,Carlos Rogers,TOR,TorontoRaptors
"$1,040,000",1996-97,B.J. Tyler,TOR,TorontoRaptors
"$800,000",1996-97,Zan Tabak,TOR,TorontoRaptors
"$247,500",1996-97,Walt Williams,TOR,TorontoRaptors
"$220,000",1996-97,Donald Whiteside,TOR,TorontoRaptors
"$205,200",1996-97,Earl Cureton,TOR,TorontoRaptors
"$205,200",1996-97,John Long,TOR,TorontoRaptors
"$2,402,000",1995-96,John Salley,TOR,TorontoRaptors
"$2,372,000",1995-96,Oliver Miller,TOR,TorontoRaptors
"$1,926,000",1995-96,Ed Pinckney,TOR,TorontoRaptors
"$1,595,000",1995-96,Victor Alexander,TOR,TorontoRaptors
"$1,345,000",1995-96,Damon Stoudamire,TOR,TorontoRaptors
"$1,040,000",1995-96,Acie Earl,TOR,TorontoRaptors
"$930,000",1995-96,Carlos Rogers,TOR,TorontoRaptors
"$845,000",1995-96,B.J. Tyler,TOR,TorontoRaptors
"$650,000",1995-96,Zan Tabak,TOR,TorontoRaptors
"$550,000",1995-96,Tony Massenburg,TOR,TorontoRaptors
"$500,000",1995-96,Vincenzo Esposito,TOR,TorontoRaptors
"$300,000",1995-96,Jimmy King,TOR,TorontoRaptors
"$250,000",1995-96,Tracy Murray,TOR,TorontoRaptors
"$225,000",1995-96,Alvin Robertson,TOR,TorontoRaptors
"$200,000",1995-96,Martin Lewis,TOR,TorontoRaptors
"$15,409,570",2015-16,Gordon Hayward,UTA,UtahJazz
"$11,933,333",2015-16,Derrick Favors,UTA,UtahJazz
"$9,213,484",2015-16,Alec Burks,UTA,UtahJazz
"$4,775,000",2015-16,Trevor Booker,UTA,UtahJazz
"$3,777,720",2015-16,Dante Exum,UTA,UtahJazz
"$3,000,000",2015-16,Tibor Pleiss,UTA,UtahJazz
"$2,658,240",2015-16,Trey Burke,UTA,UtahJazz
"$2,250,000",2015-16,Joe Ingles,UTA,UtahJazz
"$2,239,800",2015-16,Trey Lyles,UTA,UtahJazz
"$1,348,440",2015-16,Rodney Hood,UTA,UtahJazz
"$1,175,880",2015-16,Rudy Gobert,UTA,UtahJazz
"$1,000,000",2015-16,Raul Neto,UTA,UtahJazz
"$981,348",2015-16,Chris Johnson,UTA,UtahJazz
"$947,276",2015-16,Grant Jerrett,UTA,UtahJazz
"$947,276",2015-16,Jeff Withey,UTA,UtahJazz
"$845,059",2015-16,Elijah Millsap,UTA,UtahJazz
"$75,000",2015-16,Treveon Graham,UTA,UtahJazz
"$75,000",2015-16,J.J. O'Brien,UTA,UtahJazz
"$50,000",2015-16,E.J. Singler,UTA,UtahJazz
"$49,709",2015-16,Erick Green,UTA,UtahJazz
"$30,888",2015-16,J.J. O'Brien,UTA,UtahJazz
"$14,746,000",2014-15,Gordon Hayward,UTA,UtahJazz
"$12,833,333",2014-15,Derrick Favors,UTA,UtahJazz
"$9,654,342",2014-15,Kendrick Perkins,UTA,UtahJazz
"$5,000,000",2014-15,Trevor Booker,UTA,UtahJazz
"$3,615,000",2014-15,Dante Exum,UTA,UtahJazz
"$3,034,356",2014-15,Alec Burks,UTA,UtahJazz
"$2,548,560",2014-15,Trey Burke,UTA,UtahJazz
"$1,794,871",2014-15,Jeremy Evans,UTA,UtahJazz
"$1,290,360",2014-15,Rodney Hood,UTA,UtahJazz
"$1,127,400",2014-15,Rudy Gobert,UTA,UtahJazz
"$816,482",2014-15,Carrick Felix,UTA,UtahJazz
"$816,481",2014-15,Grant Jerrett,UTA,UtahJazz
"$507,336",2014-15,Joe Ingles,UTA,UtahJazz
"$250,000",2014-15,Toure' Murry,UTA,UtahJazz
"$241,731",2014-15,Elijah Millsap,UTA,UtahJazz
"$187,357",2014-15,Jack Cooley,UTA,UtahJazz
"$166,897",2014-15,Chris Johnson,UTA,UtahJazz
"$152,200",2014-15,Bryce Cotton,UTA,UtahJazz
"$65,000",2014-15,Dee Bost,UTA,UtahJazz
"$65,000",2014-15,Dee Bost,UTA,UtahJazz
"$65,000",2014-15,Kevin Murphy,UTA,UtahJazz
"$53,838",2014-15,Elliot Williams,UTA,UtahJazz
"$29,843",2014-15,Jerrelle Benimon,UTA,UtahJazz
"$11,046,000",2013-14,Richard Jefferson,UTA,UtahJazz
"$9,000,000",2013-14,Andris Biedrins,UTA,UtahJazz
"$7,500,000",2013-14,Marvin Williams,UTA,UtahJazz
"$6,008,196",2013-14,Derrick Favors,UTA,UtahJazz
"$4,505,280",2013-14,Enes Kanter,UTA,UtahJazz
"$4,000,000",2013-14,Brandon Rush,UTA,UtahJazz
"$3,452,183",2013-14,Gordon Hayward,UTA,UtahJazz
"$2,438,760",2013-14,Trey Burke,UTA,UtahJazz
"$2,202,000",2013-14,Alec Burks,UTA,UtahJazz
"$1,660,257",2013-14,Jeremy Evans,UTA,UtahJazz
"$1,600,000",2013-14,John Lucas,UTA,UtahJazz
"$1,078,800",2013-14,Rudy Gobert,UTA,UtahJazz
"$15,000,000",2012-13,Al Jefferson,UTA,UtahJazz
"$8,603,633",2012-13,Paul Millsap,UTA,UtahJazz
"$8,500,000",2012-13,Mo Williams,UTA,UtahJazz
"$8,287,500",2012-13,Marvin Williams,UTA,UtahJazz
"$4,753,320",2012-13,Derrick Favors,UTA,UtahJazz
"$4,443,360",2012-13,Enes Kanter,UTA,UtahJazz
"$3,480,000",2012-13,Raja Bell,UTA,UtahJazz
"$2,709,720",2012-13,Gordon Hayward,UTA,UtahJazz
"$2,500,000",2012-13,Randy Foye,UTA,UtahJazz
"$2,171,640",2012-13,Alec Burks,UTA,UtahJazz
"$2,000,000",2012-13,Earl Watson,UTA,UtahJazz
"$1,794,872",2012-13,Jeremy Evans,UTA,UtahJazz
"$473,604",2012-13,Kevin Murphy,UTA,UtahJazz
"$14,000,000",2011-12,Al Jefferson,UTA,UtahJazz
"$9,319,000",2011-12,Devin Harris,UTA,UtahJazz
"$8,103,435",2011-12,Paul Millsap,UTA,UtahJazz
"$4,443,360",2011-12,Derrick Favors,UTA,UtahJazz
"$4,133,280",2011-12,Enes Kanter,UTA,UtahJazz
"$3,700,000",2011-12,C.J. Miles,UTA,UtahJazz
"$3,240,000",2011-12,Raja Bell,UTA,UtahJazz
"$2,532,960",2011-12,Gordon Hayward,UTA,UtahJazz
"$2,150,000",2011-12,Josh Howard,UTA,UtahJazz
"$2,020,200",2011-12,Alec Burks,UTA,UtahJazz
"$2,000,000",2011-12,Earl Watson,UTA,UtahJazz
"$762,195",2011-12,Jeremy Evans,UTA,UtahJazz
"$544,331",2011-12,DeMarre Carroll,UTA,UtahJazz
"$17,823,000",2010-11,Andrei Kirilenko,UTA,UtahJazz
"$13,000,000",2010-11,Al Jefferson,UTA,UtahJazz
"$9,945,000",2010-11,Mehmet Okur,UTA,UtahJazz
"$8,981,000",2010-11,Devin Harris,UTA,UtahJazz
"$7,600,000",2010-11,Paul Millsap,UTA,UtahJazz
"$4,133,280",2010-11,Derrick Favors,UTA,UtahJazz
"$3,700,000",2010-11,C.J. Miles,UTA,UtahJazz
"$3,000,000",2010-11,Raja Bell,UTA,UtahJazz
"$2,356,320",2010-11,Gordon Hayward,UTA,UtahJazz
"$1,380,000",2010-11,Ronnie Price,UTA,UtahJazz
"$1,229,255",2010-11,Earl Watson,UTA,UtahJazz
"$1,146,337",2010-11,Francisco Elson,UTA,UtahJazz
"$1,087,500",2010-11,Kyrylo Fesenko,UTA,UtahJazz
"$473,604",2010-11,Jeremy Evans,UTA,UtahJazz
"$16,452,000",2009-10,Andrei Kirilenko,UTA,UtahJazz
"$13,520,500",2009-10,Carlos Boozer,UTA,UtahJazz
"$12,323,900",2009-10,Deron Williams,UTA,UtahJazz
"$9,000,000",2009-10,Mehmet Okur,UTA,UtahJazz
"$7,692,932",2009-10,Paul Millsap,UTA,UtahJazz
"$5,155,115",2009-10,Kyle Korver,UTA,UtahJazz
"$3,700,000",2009-10,C.J. Miles,UTA,UtahJazz
"$1,250,000",2009-10,Ronnie Price,UTA,UtahJazz
"$1,214,040",2009-10,Kosta Koufos,UTA,UtahJazz
"$870,000",2009-10,Kyrylo Fesenko,UTA,UtahJazz
"$457,588",2009-10,Wesley Matthews,UTA,UtahJazz
"$269,169",2009-10,Sundiata Gaines,UTA,UtahJazz
"$15,106,000",2008-09,Andrei Kirilenko,UTA,UtahJazz
"$11,593,817",2008-09,Carlos Boozer,UTA,UtahJazz
"$8,500,000",2008-09,Mehmet Okur,UTA,UtahJazz
"$6,000,000",2008-09,Matt Harpring,UTA,UtahJazz
"$5,069,449",2008-09,Deron Williams,UTA,UtahJazz
"$4,956,818",2008-09,Kyle Korver,UTA,UtahJazz
"$3,700,000",2008-09,C.J. Miles,UTA,UtahJazz
"$2,074,302",2008-09,Jarron Collins,UTA,UtahJazz
"$2,000,000",2008-09,Brevin Knight,UTA,UtahJazz
"$1,834,680",2008-09,Ronnie Brewer,UTA,UtahJazz
"$1,188,000",2008-09,Ronnie Price,UTA,UtahJazz
"$1,129,320",2008-09,Kosta Koufos,UTA,UtahJazz
"$1,081,440",2008-09,Morris Almond,UTA,UtahJazz
"$810,000",2008-09,Kyrylo Fesenko,UTA,UtahJazz
"$797,581",2008-09,Paul Millsap,UTA,UtahJazz
"$13,735,000",2007-08,Andrei Kirilenko,UTA,UtahJazz
"$11,260,483",2007-08,Carlos Boozer,UTA,UtahJazz
"$8,500,000",2007-08,Mehmet Okur,UTA,UtahJazz
"$6,373,900",2007-08,Derek Fisher,UTA,UtahJazz
"$6,000,000",2007-08,Matt Harpring,UTA,UtahJazz
"$4,400,000",2007-08,Kyle Korver,UTA,UtahJazz
"$4,010,640",2007-08,Deron Williams,UTA,UtahJazz
"$2,350,000",2007-08,Jarron Collins,UTA,UtahJazz
"$2,300,000",2007-08,Jason Hart,UTA,UtahJazz
"$1,715,040",2007-08,Ronnie Brewer,UTA,UtahJazz
"$1,100,000",2007-08,Ronnie Price,UTA,UtahJazz
"$1,005,960",2007-08,Morris Almond,UTA,UtahJazz
"$770,610",2007-08,C.J. Miles,UTA,UtahJazz
"$750,000",2007-08,Kyrylo Fesenko,UTA,UtahJazz
"$687,456",2007-08,Paul Millsap,UTA,UtahJazz
"$12,364,000",2006-07,Andrei Kirilenko,UTA,UtahJazz
"$11,260,483",2006-07,Carlos Boozer,UTA,UtahJazz
"$8,250,000",2006-07,Mehmet Okur,UTA,UtahJazz
"$6,500,000",2006-07,Matt Harpring,UTA,UtahJazz
"$5,883,600",2006-07,Derek Fisher,UTA,UtahJazz
"$4,000,000",2006-07,Gordan Giricek,UTA,UtahJazz
"$3,749,040",2006-07,Deron Williams,UTA,UtahJazz
"$2,625,698",2006-07,Jarron Collins,UTA,UtahJazz
"$2,395,200",2006-07,Rafael Araujo,UTA,UtahJazz
"$1,595,400",2006-07,Ronnie Brewer,UTA,UtahJazz
"$1,178,348",2006-07,Alan Henderson,UTA,UtahJazz
"$664,209",2006-07,C.J. Miles,UTA,UtahJazz
"$625,000",2006-07,Paul Millsap,UTA,UtahJazz
"$412,718",2006-07,Dee Brown,UTA,UtahJazz
"$412,718",2006-07,Brian Chase,UTA,UtahJazz
"$412,718",2006-07,Roger Powell,UTA,UtahJazz
"$35,232",2006-07,Louis Amundson,UTA,UtahJazz
"$11,593,816",2005-06,Carlos Boozer,UTA,UtahJazz
"$10,983,000",2005-06,Andrei Kirilenko,UTA,UtahJazz
"$8,250,000",2005-06,Mehmet Okur,UTA,UtahJazz
"$5,020,000",2005-06,Matt Harpring,UTA,UtahJazz
"$4,400,000",2005-06,Greg Ostertag,UTA,UtahJazz
"$4,000,000",2005-06,Gordan Giricek,UTA,UtahJazz
"$3,487,400",2005-06,Deron Williams,UTA,UtahJazz
"$2,500,000",2005-06,Devin Brown,UTA,UtahJazz
"$1,700,000",2005-06,Jarron Collins,UTA,UtahJazz
"$1,592,400",2005-06,Kris Humphries,UTA,UtahJazz
"$1,400,000",2005-06,Milt Palacio,UTA,UtahJazz
"$1,250,000",2005-06,Keith McLeod,UTA,UtahJazz
"$398,762",2005-06,C.J. Miles,UTA,UtahJazz
"$398,762",2005-06,Andre Owens,UTA,UtahJazz
"$398,762",2005-06,Robert Whaley,UTA,UtahJazz
"$10,967,500",2004-05,Carlos Boozer,UTA,UtahJazz
"$7,500,000",2004-05,Mehmet Okur,UTA,UtahJazz
"$4,690,000",2004-05,Matt Harpring,UTA,UtahJazz
"$4,000,000",2004-05,Carlos Arroyo,UTA,UtahJazz
"$4,000,000",2004-05,Gordan Giricek,UTA,UtahJazz
"$1,700,000",2004-05,Jarron Collins,UTA,UtahJazz
"$1,671,694",2004-05,Andrei Kirilenko,UTA,UtahJazz
"$1,481,400",2004-05,Kris Humphries,UTA,UtahJazz
"$1,336,920",2004-05,Kirk Snyder,UTA,UtahJazz
"$1,320,000",2004-05,Raja Bell,UTA,UtahJazz
"$1,280,880",2004-05,Curtis Borchardt,UTA,UtahJazz
"$1,100,000",2004-05,Howard Eisley,UTA,UtahJazz
"$997,320",2004-05,Raul Lopez,UTA,UtahJazz
"$750,000",2004-05,Keith McLeod,UTA,UtahJazz
"$720,046",2004-05,Aleksandar Radojevic,UTA,UtahJazz
"$8,666,666",2003-04,Greg Ostertag,UTA,UtahJazz
"$6,815,000",2003-04,Glen Rice,UTA,UtahJazz
"$5,000,600",2003-04,Keon Clark,UTA,UtahJazz
"$4,290,000",2003-04,Matt Harpring,UTA,UtahJazz
"$1,616,087",2003-04,DeShawn Stevenson,UTA,UtahJazz
"$1,250,000",2003-04,Jarron Collins,UTA,UtahJazz
"$1,187,240",2003-04,Curtis Borchardt,UTA,UtahJazz
"$1,107,960",2003-04,Sasha Pavlovic,UTA,UtahJazz
"$955,800",2003-04,Andrei Kirilenko,UTA,UtahJazz
"$800,000",2003-04,Carlos Arroyo,UTA,UtahJazz
"$688,679",2003-04,Raja Bell,UTA,UtahJazz
"$663,679",2003-04,Michael Ruffin,UTA,UtahJazz
"$621,520",2003-04,Raul Lopez,UTA,UtahJazz
"$366,931",2003-04,Ben Handlogten,UTA,UtahJazz
"$366,931",2003-04,Mo Williams,UTA,UtahJazz
"$350,581",2003-04,Paul Grant,UTA,UtahJazz
"$19,250,000",2002-03,Karl Malone,UTA,UtahJazz
"$7,875,000",2002-03,John Stockton,UTA,UtahJazz
"$7,799,996",2002-03,Greg Ostertag,UTA,UtahJazz
"$4,000,000",2002-03,Matt Harpring,UTA,UtahJazz
"$2,392,500",2002-03,John Amaechi,UTA,UtahJazz
"$1,150,000",2002-03,Jarron Collins,UTA,UtahJazz
"$1,113,720",2002-03,Curtis Borchardt,UTA,UtahJazz
"$1,030,000",2002-03,Mark Jackson,UTA,UtahJazz
"$1,000,000",2002-03,Donyell Marshall,UTA,UtahJazz
"$1,000,000",2002-03,Calbert Cheaney,UTA,UtahJazz
"$952,320",2002-03,DeShawn Stevenson,UTA,UtahJazz
"$893,400",2002-03,Andrei Kirilenko,UTA,UtahJazz
"$741,098",2002-03,Tony Massenburg,UTA,UtahJazz
"$612,435",2002-03,Scott Padgett,UTA,UtahJazz
